sentence,type,pronoun,preferred
Elizabeth saw a rat. The rat enjoyed frolicking in the forest.,negation,0,1
Elizabeth didn't see a rat. The rat enjoyed frolicking in the forest.,negation,0,0
Elizabeth saw a rat. It enjoyed frolicking in the forest.,negation,1,1
Elizabeth didn't see a rat. It enjoyed frolicking in the forest.,negation,1,0
Chris saw a rat. The rat preferred fish over other food.,negation,0,1
Chris didn't see a rat. The rat preferred fish over other food.,negation,0,0
Chris saw a rat. It preferred fish over other food.,negation,1,1
Chris didn't see a rat. It preferred fish over other food.,negation,1,0
David saw a rat. The rat's name was Fido.,negation,0,1
David didn't see a rat. The rat's name was Fido.,negation,0,0
David saw a rat. Its name was Fido.,negation,1,1
David didn't see a rat. Its name was Fido.,negation,1,0
Jennifer saw a rat. The rat liked to swim in lakes.,negation,0,1
Jennifer didn't see a rat. The rat liked to swim in lakes.,negation,0,0
Jennifer saw a rat. It liked to swim in lakes.,negation,1,1
Jennifer didn't see a rat. It liked to swim in lakes.,negation,1,0
Chris saw a rat. The rat loved cheese.,negation,0,1
Chris didn't see a rat. The rat loved cheese.,negation,0,0
Chris saw a rat. It loved cheese.,negation,1,1
Chris didn't see a rat. It loved cheese.,negation,1,0
Sarah kicked a rat. The rat had a long tail.,negation,0,1
Sarah didn't kick a rat. The rat had a long tail.,negation,0,0
Sarah kicked a rat. It had a long tail.,negation,1,1
Sarah didn't kick a rat. It had a long tail.,negation,1,0
Jennifer kicked a rat. The rat had a red collar.,negation,0,1
Jennifer didn't kick a rat. The rat had a red collar.,negation,0,0
Jennifer kicked a rat. It had a red collar.,negation,1,1
Jennifer didn't kick a rat. It had a red collar.,negation,1,0
Nancy kicked a rat. The rat had a blind eye.,negation,0,1
Nancy didn't kick a rat. The rat had a blind eye.,negation,0,0
Nancy kicked a rat. It had a blind eye.,negation,1,1
Nancy didn't kick a rat. It had a blind eye.,negation,1,0
Michael kicked a rat. The rat had a shrill voice.,negation,0,1
Michael didn't kick a rat. The rat had a shrill voice.,negation,0,0
Michael kicked a rat. It had a shrill voice.,negation,1,1
Michael didn't kick a rat. It had a shrill voice.,negation,1,0
Karen kicked a rat. The rat had a colorful back.,negation,0,1
Karen didn't kick a rat. The rat had a colorful back.,negation,0,0
Karen kicked a rat. It had a colorful back.,negation,1,1
Karen didn't kick a rat. It had a colorful back.,negation,1,0
Barbara kicked a rat. The rat enjoyed frolicking in the forest.,negation,0,1
Barbara didn't kick a rat. The rat enjoyed frolicking in the forest.,negation,0,0
Barbara kicked a rat. It enjoyed frolicking in the forest.,negation,1,1
Barbara didn't kick a rat. It enjoyed frolicking in the forest.,negation,1,0
Bill kicked a rat. The rat preferred fish over other food.,negation,0,1
Bill didn't kick a rat. The rat preferred fish over other food.,negation,0,0
Bill kicked a rat. It preferred fish over other food.,negation,1,1
Bill didn't kick a rat. It preferred fish over other food.,negation,1,0
Joseph kicked a rat. The rat's name was Fido.,negation,0,1
Joseph didn't kick a rat. The rat's name was Fido.,negation,0,0
Joseph kicked a rat. Its name was Fido.,negation,1,1
Joseph didn't kick a rat. Its name was Fido.,negation,1,0
John kicked a rat. The rat liked to swim in lakes.,negation,0,1
John didn't kick a rat. The rat liked to swim in lakes.,negation,0,0
John kicked a rat. It liked to swim in lakes.,negation,1,1
John didn't kick a rat. It liked to swim in lakes.,negation,1,0
John kicked a rat. The rat loved cheese.,negation,0,1
John didn't kick a rat. The rat loved cheese.,negation,0,0
John kicked a rat. It loved cheese.,negation,1,1
John didn't kick a rat. It loved cheese.,negation,1,0
Bill brought a rat. The rat had a long tail.,negation,0,1
Bill didn't bring a rat. The rat had a long tail.,negation,0,0
Bill brought a rat. It had a long tail.,negation,1,1
Bill didn't bring a rat. It had a long tail.,negation,1,0
Barbara brought a rat. The rat had a red collar.,negation,0,1
Barbara didn't bring a rat. The rat had a red collar.,negation,0,0
Barbara brought a rat. It had a red collar.,negation,1,1
Barbara didn't bring a rat. It had a red collar.,negation,1,0
John brought a rat. The rat had a blind eye.,negation,0,1
John didn't bring a rat. The rat had a blind eye.,negation,0,0
John brought a rat. It had a blind eye.,negation,1,1
John didn't bring a rat. It had a blind eye.,negation,1,0
Bill brought a rat. The rat had a shrill voice.,negation,0,1
Bill didn't bring a rat. The rat had a shrill voice.,negation,0,0
Bill brought a rat. It had a shrill voice.,negation,1,1
Bill didn't bring a rat. It had a shrill voice.,negation,1,0
Bob brought a rat. The rat had a colorful back.,negation,0,1
Bob didn't bring a rat. The rat had a colorful back.,negation,0,0
Bob brought a rat. It had a colorful back.,negation,1,1
Bob didn't bring a rat. It had a colorful back.,negation,1,0
James brought a rat. The rat enjoyed frolicking in the forest.,negation,0,1
James didn't bring a rat. The rat enjoyed frolicking in the forest.,negation,0,0
James brought a rat. It enjoyed frolicking in the forest.,negation,1,1
James didn't bring a rat. It enjoyed frolicking in the forest.,negation,1,0
Michael brought a rat. The rat preferred fish over other food.,negation,0,1
Michael didn't bring a rat. The rat preferred fish over other food.,negation,0,0
Michael brought a rat. It preferred fish over other food.,negation,1,1
Michael didn't bring a rat. It preferred fish over other food.,negation,1,0
Linda brought a rat. The rat's name was Fido.,negation,0,1
Linda didn't bring a rat. The rat's name was Fido.,negation,0,0
Linda brought a rat. Its name was Fido.,negation,1,1
Linda didn't bring a rat. Its name was Fido.,negation,1,0
Elizabeth brought a rat. The rat liked to swim in lakes.,negation,0,1
Elizabeth didn't bring a rat. The rat liked to swim in lakes.,negation,0,0
Elizabeth brought a rat. It liked to swim in lakes.,negation,1,1
Elizabeth didn't bring a rat. It liked to swim in lakes.,negation,1,0
Sarah brought a rat. The rat loved cheese.,negation,0,1
Sarah didn't bring a rat. The rat loved cheese.,negation,0,0
Sarah brought a rat. It loved cheese.,negation,1,1
Sarah didn't bring a rat. It loved cheese.,negation,1,0
Thomas got a rat. The rat had a long tail.,negation,0,1
Thomas didn't get a rat. The rat had a long tail.,negation,0,0
Thomas got a rat. It had a long tail.,negation,1,1
Thomas didn't get a rat. It had a long tail.,negation,1,0
Karen got a rat. The rat had a red collar.,negation,0,1
Karen didn't get a rat. The rat had a red collar.,negation,0,0
Karen got a rat. It had a red collar.,negation,1,1
Karen didn't get a rat. It had a red collar.,negation,1,0
Bill got a rat. The rat had a blind eye.,negation,0,1
Bill didn't get a rat. The rat had a blind eye.,negation,0,0
Bill got a rat. It had a blind eye.,negation,1,1
Bill didn't get a rat. It had a blind eye.,negation,1,0
Susan got a rat. The rat had a shrill voice.,negation,0,1
Susan didn't get a rat. The rat had a shrill voice.,negation,0,0
Susan got a rat. It had a shrill voice.,negation,1,1
Susan didn't get a rat. It had a shrill voice.,negation,1,0
Karen got a rat. The rat had a colorful back.,negation,0,1
Karen didn't get a rat. The rat had a colorful back.,negation,0,0
Karen got a rat. It had a colorful back.,negation,1,1
Karen didn't get a rat. It had a colorful back.,negation,1,0
Linda got a rat. The rat enjoyed frolicking in the forest.,negation,0,1
Linda didn't get a rat. The rat enjoyed frolicking in the forest.,negation,0,0
Linda got a rat. It enjoyed frolicking in the forest.,negation,1,1
Linda didn't get a rat. It enjoyed frolicking in the forest.,negation,1,0
Barbara got a rat. The rat preferred fish over other food.,negation,0,1
Barbara didn't get a rat. The rat preferred fish over other food.,negation,0,0
Barbara got a rat. It preferred fish over other food.,negation,1,1
Barbara didn't get a rat. It preferred fish over other food.,negation,1,0
Joseph got a rat. The rat's name was Fido.,negation,0,1
Joseph didn't get a rat. The rat's name was Fido.,negation,0,0
Joseph got a rat. Its name was Fido.,negation,1,1
Joseph didn't get a rat. Its name was Fido.,negation,1,0
Elizabeth got a rat. The rat liked to swim in lakes.,negation,0,1
Elizabeth didn't get a rat. The rat liked to swim in lakes.,negation,0,0
Elizabeth got a rat. It liked to swim in lakes.,negation,1,1
Elizabeth didn't get a rat. It liked to swim in lakes.,negation,1,0
Richard got a rat. The rat loved cheese.,negation,0,1
Richard didn't get a rat. The rat loved cheese.,negation,0,0
Richard got a rat. It loved cheese.,negation,1,1
Richard didn't get a rat. It loved cheese.,negation,1,0
Jessica bought a rat. The rat had a long tail.,negation,0,1
Jessica didn't buy a rat. The rat had a long tail.,negation,0,0
Jessica bought a rat. It had a long tail.,negation,1,1
Jessica didn't buy a rat. It had a long tail.,negation,1,0
Sarah bought a rat. The rat had a red collar.,negation,0,1
Sarah didn't buy a rat. The rat had a red collar.,negation,0,0
Sarah bought a rat. It had a red collar.,negation,1,1
Sarah didn't buy a rat. It had a red collar.,negation,1,0
Michael bought a rat. The rat had a blind eye.,negation,0,1
Michael didn't buy a rat. The rat had a blind eye.,negation,0,0
Michael bought a rat. It had a blind eye.,negation,1,1
Michael didn't buy a rat. It had a blind eye.,negation,1,0
Elizabeth bought a rat. The rat had a shrill voice.,negation,0,1
Elizabeth didn't buy a rat. The rat had a shrill voice.,negation,0,0
Elizabeth bought a rat. It had a shrill voice.,negation,1,1
Elizabeth didn't buy a rat. It had a shrill voice.,negation,1,0
John bought a rat. The rat had a colorful back.,negation,0,1
John didn't buy a rat. The rat had a colorful back.,negation,0,0
John bought a rat. It had a colorful back.,negation,1,1
John didn't buy a rat. It had a colorful back.,negation,1,0
Michael bought a rat. The rat enjoyed frolicking in the forest.,negation,0,1
Michael didn't buy a rat. The rat enjoyed frolicking in the forest.,negation,0,0
Michael bought a rat. It enjoyed frolicking in the forest.,negation,1,1
Michael didn't buy a rat. It enjoyed frolicking in the forest.,negation,1,0
Elizabeth bought a rat. The rat preferred fish over other food.,negation,0,1
Elizabeth didn't buy a rat. The rat preferred fish over other food.,negation,0,0
Elizabeth bought a rat. It preferred fish over other food.,negation,1,1
Elizabeth didn't buy a rat. It preferred fish over other food.,negation,1,0
James bought a rat. The rat's name was Fido.,negation,0,1
James didn't buy a rat. The rat's name was Fido.,negation,0,0
James bought a rat. Its name was Fido.,negation,1,1
James didn't buy a rat. Its name was Fido.,negation,1,0
Sarah bought a rat. The rat liked to swim in lakes.,negation,0,1
Sarah didn't buy a rat. The rat liked to swim in lakes.,negation,0,0
Sarah bought a rat. It liked to swim in lakes.,negation,1,1
Sarah didn't buy a rat. It liked to swim in lakes.,negation,1,0
Linda bought a rat. The rat loved cheese.,negation,0,1
Linda didn't buy a rat. The rat loved cheese.,negation,0,0
Linda bought a rat. It loved cheese.,negation,1,1
Linda didn't buy a rat. It loved cheese.,negation,1,0
Joseph mentioned a rat. The rat had a long tail.,negation,0,1
Joseph didn't mention a rat. The rat had a long tail.,negation,0,0
Joseph mentioned a rat. It had a long tail.,negation,1,1
Joseph didn't mention a rat. It had a long tail.,negation,1,0
John mentioned a rat. The rat had a red collar.,negation,0,1
John didn't mention a rat. The rat had a red collar.,negation,0,0
John mentioned a rat. It had a red collar.,negation,1,1
John didn't mention a rat. It had a red collar.,negation,1,0
Jennifer mentioned a rat. The rat had a blind eye.,negation,0,1
Jennifer didn't mention a rat. The rat had a blind eye.,negation,0,0
Jennifer mentioned a rat. It had a blind eye.,negation,1,1
Jennifer didn't mention a rat. It had a blind eye.,negation,1,0
Thomas mentioned a rat. The rat had a shrill voice.,negation,0,1
Thomas didn't mention a rat. The rat had a shrill voice.,negation,0,0
Thomas mentioned a rat. It had a shrill voice.,negation,1,1
Thomas didn't mention a rat. It had a shrill voice.,negation,1,0
Joseph mentioned a rat. The rat had a colorful back.,negation,0,1
Joseph didn't mention a rat. The rat had a colorful back.,negation,0,0
Joseph mentioned a rat. It had a colorful back.,negation,1,1
Joseph didn't mention a rat. It had a colorful back.,negation,1,0
David mentioned a rat. The rat enjoyed frolicking in the forest.,negation,0,1
David didn't mention a rat. The rat enjoyed frolicking in the forest.,negation,0,0
David mentioned a rat. It enjoyed frolicking in the forest.,negation,1,1
David didn't mention a rat. It enjoyed frolicking in the forest.,negation,1,0
Linda mentioned a rat. The rat preferred fish over other food.,negation,0,1
Linda didn't mention a rat. The rat preferred fish over other food.,negation,0,0
Linda mentioned a rat. It preferred fish over other food.,negation,1,1
Linda didn't mention a rat. It preferred fish over other food.,negation,1,0
Thomas mentioned a rat. The rat's name was Fido.,negation,0,1
